id,imdb_id,title,year,actor1,actor2,actor3,country,director,genre1,genre2,genre3,plot,poster_url,rated,imdb_rating,rotten_tomatoes_rating,metacritic_rating,released,runtime,writer
39,tt0100852,User Friendly,1990,William Brandt,Alison Bruce,Judith Gibson,New Zealand,Gregor Nicholas,Comedy,Fantasy,Thriller,"A dog idol is stolen from the island of 'Takabaru', which is suppose to have Rejuvenative powers. Thereafter, various characters are trying to use its anti-aging powers to make a sale-able potion.",https://m.media-amazon.com/images/M/MV5BZTAxYTQxN2MtYzMxNC00OTFlLWI1MDEtYzkzNTNhMzA2ZWQ3XkEyXkFqcGdeQXVyMDczMjgyNw@@._V1_SX300.jpg,N/A,5.3/10,,,18 Mar 1990,90 min,"Gregor Nicholas, Norelle Scott, Frank Stark"
41,tt3890160,Baby Driver,2017,Ansel Elgort,Jon Bernthal,Jon Hamm,"United Kingdom, United States",Edgar Wright,Action,Crime,Drama,"Baby is a young and partially hearing impaired getaway driver who can make any wild move while in motion with the right track playing. It's a critical talent he needs to survive his indentured servitude to the crime boss, Doc, who values his role in his meticulously planned robberies. However, just when Baby thinks he is finally free and clear to have his own life with his new girlfriend, Debora, Doc coerces him back for another job. Now saddled with a crew of thugs too violently unstable to keep to Doc's plans, Baby finds himself and everything he cares for in terrible danger. To survive and escape the coming maelstrom, it will take all of Baby's skill, wits and daring, but even on the best track, can he make it when life is forcing him to face the music?",https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg,R,7.5/10,92%,86/100,28 Jun 2017,113 min,Edgar Wright
42,tt0268397,Jimmy Neutron: Boy Genius,2001,Debi Derryberry,Rob Paulsen,Megan Cavanagh,"United States, Australia",John A. Davis,Animation,Action,Adventure,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,G,6.1/10,74%,65/100,21 Dec 2001,82 min,"John A. Davis, David N. Weiss, J. David Stem"
43,tt0151738,Never Been Kissed,1999,Drew Barrymore,David Arquette,Michael Vartan,United States,Raja Gosnell,Comedy,Drama,Romance,"Chicago Sun Times copy editor Josie Gellar (25), who was desperate to graduate from perfectionist copy editor to reporter, gets her chance when the goody owner orders the editor to cover the high-school scene by undercover. Josie, who was a frustrated, ridiculed nerd, gets a popular make-over from her drop-out, naturally funny brother Rob Geller. Both siblings find love and joys of youth again. But in Josie's case, it's sensitive bachelor teacher Sam Coulson, who enjoys sophisticated conversation. As the publication deadline approaches, the price of blowing their cover seems ever more daunting, yet inevitable unless she sacrifices her career.",https://m.media-amazon.com/images/M/MV5BODI0NGU1YjktMTI5ZS00NjkwLWE4ODUtNDYyOGI1NjczMTdkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,PG-13,6.0/10,55%,60/100,09 Apr 1999,107 min,"Abby Kohn, Marc Silverstein"
44,tt22695402,Hunger,2023,Nopachai Chaiyanam,Chutimon Chuengcharoensukying,Emilio Ferreira,Thailand,Sitisiri Mongkolsiri,Drama,Thriller,,A woman running her family's noodle restaurant receives an invitation to join the fine-dining industry under the tutelage of an infamous chef.,https://m.media-amazon.com/images/M/MV5BZWUwOWU2NmMtYzc2Zi00MTMyLTg2NTUtZGM4Nzg2MGQyOGJkXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_SX300.jpg,TV-MA,6.6/10,87%,,06 Apr 2023,146 min,Kongdej Jaturanrasamee
45,tt3717490,Power Rangers,2017,Dacre Montgomery,Naomi Scott,RJ Cyler,"United States, Hong Kong, Japan, Canada, New Zealand",Dean Israelite,Action,Adventure,Fantasy,"High school outcasts stumble upon an old alien ship, where they acquire superpowers and are dubbed the Power Rangers. Learning that an old enemy of the previous generation has returned to exact vengeance, the group must harness their powers and use them to work together and save the world.",https://m.media-amazon.com/images/M/MV5BMTA5MzU1NDI4NzBeQTJeQWpwZ15BbWU4MDUxMDQ0NDEy._V1_SX300.jpg,PG-13,5.9/10,51%,44/100,24 Mar 2017,124 min,"John Gatins, Matt Sazama, Burk Sharpless"
46,tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,Daniel Radcliffe,Emma Watson,Rupert Grint,"United Kingdom, United States",David Yates,Adventure,Family,Fantasy,"Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) continue their quest of finding and destroying Voldemort's (Ralph Fiennes') three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins, and life as they know it will never be the same again.",https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,PG-13,8.1/10,96%,85/100,15 Jul 2011,130 min,"Steve Kloves, J.K. Rowling"
47,tt0149261,Deep Blue Sea,1999,Thomas Jane,Saffron Burrows,Samuel L. Jackson,"United States, Mexico",Renny Harlin,Action,Adventure,Sci-Fi,"A businessman sinks $200 million into a special project to help fight Alzheimer's disease. As part of this project, medical biologist Susan McAlester rather naughtily figures out a way to genetically enlarge shark brains, so that disease-battling enzymes can be harvested. However, the shark subjects become super smart and decide they don't much like being cooped up in pens and being stabbed with hypodermics, so they figure a way to break out and make for the open sea...",https://m.media-amazon.com/images/M/MV5BZWM0NjVkOGYtMjk5Mi00NGVmLWE3NDMtMDQ3ZjdjMDcwYzdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,R,5.9/10,60%,54/100,28 Jul 1999,105 min,"Duncan Kennedy, Donna Powers, Wayne Powers"
48,tt0762107,I Now Pronounce You Chuck & Larry,2007,Adam Sandler,Kevin James,Jessica Biel,United States,Dennis Dugan,Comedy,Romance,,"Chuck Levine and Larry Valentine are friends and Brooklyn firefighting partners. Widower Larry, who still mourns the death of his wife Paula, is having problems changing the beneficiary on his insurance policy from Paula's name to his children's. He is worried about his children's future if he were to be killed in the line of duty, and is contemplating quitting his job for something less risky, but he also does not want to forfeit his firefighter's pension as he also see it as a safety net for his children. Larry saves Chuck's life on one of their calls. So when Chuck tells Larry that he owes him one, Larry takes him up on his offer. Larry's favor: despite both being heterosexual, that they enter into a domestic partnership, in name and paper only, to provide that much needed protection for Larry's children. Chronic womanizer Chuck reluctantly but eventually agrees. The one person who knows for a certainty that they are both straight is their boss, Captain Phineas J. Tucker. Their plan hits a snag when Larry believes that they are being investigated by the pension department for possible fraud, which means that Chuck has to move in with him and his kids. They consult the advice of a lawyer, Alex McDonough, who adds an extra layer of complexity to the situation as Chuck in particular is attracted to her and believes she could be the one and only for him. Her legal advice coupled with her wanting Chuck to be her new best girlfriend makes it even harder on him.",https://m.media-amazon.com/images/M/MV5BMjU4ZmFmMDMtMWQ3MS00MDk0LTk3MWMtYThkZGZiZDdlODFiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,PG-13,5.9/10,14%,37/100,20 Jul 2007,115 min,"Barry Fanaro, Alexander Payne, Jim Taylor"
49,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,Daniel Radcliffe,Emma Watson,Rupert Grint,"United Kingdom, United States",Alfonso Cuarón,Adventure,Family,Fantasy,"Harry Potter (Daniel Radcliffe) is having a tough time with his relatives (yet again). He runs away after using magic to inflate Uncle Vernon's (Richard Griffiths') sister Marge (Pam Ferris), who was being offensive towards Harry's parents. Initially scared for using magic outside the school, he is pleasantly surprised that he won't be penalized after all. However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black (Gary Oldman) has escaped from Azkaban Prison and wants to kill Harry to avenge the Dark Lord. To worsen the conditions for Harry, vile creatures called Dementors are appointed to guard the school gates and inexplicably happen to have the most horrible effect on him. Little does Harry know that by the end of this year, many holes in his past (whatever he knows of it) will be filled up and he will have a clearer vision of what the future has in store.",https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_SX300.jpg,PG,7.9/10,90%,82/100,04 Jun 2004,142 min,"J.K. Rowling, Steve Kloves"
